iter	Logloss
163	0.24513074
164	0.2444908964
165	0.2437508442
166	0.2429843749
167	0.2421682122
168	0.2413483777
169	0.2408232672
170	0.2403103886
171	0.2393823006
172	0.2386327515
173	0.2379627153
174	0.2374507661
175	0.2368505356
176	0.2362919466
177	0.2357314071
178	0.2351615442
179	0.2344964489
180	0.2337699232
181	0.2330914197
182	0.2325993067
183	0.2319527741
184	0.2314052333
185	0.2306461124
186	0.2300604765
187	0.2293612718
188	0.2285939061
189	0.2280445812
190	0.2272168908
191	0.2267835284
192	0.2259461054
193	0.2251713811
194	0.2245295969
195	0.2239141781
196	0.2232212495
197	0.2228318937
198	0.2221028555
199	0.2214962565
200	0.2210087162
201	0.2204992343
202	0.2199211708
203	0.2192928657
204	0.2188154622
205	0.2182651947
206	0.2177098645
207	0.2169658941
208	0.2165676239
209	0.2161247103
210	0.2155679468
211	0.2151207308
212	0.2147805157
213	0.2143676458
214	0.2137540593
215	0.2130056406
216	0.2125311048
217	0.2119688818
218	0.2115669594
219	0.2110730845
220	0.2105767166
221	0.2099638173
222	0.2094135928
223	0.2087842732
224	0.2082410009
225	0.2076671784
226	0.2072709905
227	0.2067931818
228	0.2063465078
229	0.2059765948
230	0.2056179606
231	0.2051707582
232	0.2045423278
233	0.2040892443
234	0.2036739196
235	0.2032038785
236	0.2027117748
237	0.2021774588
238	0.201753349
239	0.2012801612
240	0.2008319184
241	0.2001945993
242	0.1997185013
243	0.1993052351
244	0.1989262159
245	0.1983922131
246	0.1980228077
247	0.1974587291
248	0.1970487907
249	0.1965619477
250	0.1959438482
251	0.1953549006
252	0.1949882439
253	0.1946049564
254	0.1940484532
255	0.1936471747
256	0.1932057469
257	0.1927654252
258	0.1924324231
259	0.1919818949
260	0.1914761496
261	0.1912066441
262	0.1907694917
263	0.1903928264
264	0.1900413089
265	0.1896472341
266	0.1892343538
267	0.188835479
268	0.1881926874
269	0.1878158413
270	0.1874524985
271	0.1871200578
272	0.1866518581
273	0.1861650884
274	0.1858226324
275	0.1853252675
276	0.1848049406
277	0.1844522077
278	0.1840851905
279	0.183576138
280	0.1832178566
281	0.1828763633
282	0.1823917148
283	0.1820997772
284	0.1817265016
285	0.1812350695
286	0.1808044638
287	0.1802626235
288	0.1798895878
289	0.1794683057
290	0.1790397412
291	0.1787092202
292	0.1782414197
293	0.1777433677
294	0.1773818812
295	0.1770525173
296	0.1767482947
297	0.1765426009
298	0.1760587822
299	0.1757608327
300	0.1755126587
301	0.1750464461
302	0.1746533083
303	0.1742736534
304	0.1738538391
305	0.1735199772
306	0.1731878318
307	0.1728512073
308	0.1723771271
309	0.1719772772
310	0.1716132753
311	0.1711772929
312	0.1709640064
313	0.1705923493
314	0.1702764836
315	0.1699868587
316	0.1697403849
317	0.1694292459
318	0.1693018839
319	0.1688491544
320	0.1684473415
321	0.16815873
322	0.1677327675
323	0.1672350517
324	0.1669459818
325	0.1667160142
326	0.1662921232
327	0.1659926201
328	0.1657560922
329	0.1655147745
330	0.1652005657
331	0.1648921537
332	0.1644056042
333	0.1640923553
334	0.1637271081
335	0.1634144149
336	0.1631587429
337	0.1628492404
338	0.1625604148
339	0.1622410277
340	0.1618926332
341	0.1616646109
342	0.1613036168
343	0.1610896522
344	0.1607828631
345	0.1605494027
346	0.16025595
347	0.1599511724
348	0.1597576609
349	0.159408958
350	0.1590785914
351	0.1587904544
352	0.1584540651
353	0.158122187
354	0.1578612058
355	0.1575827327
356	0.157320922
357	0.157051907
358	0.156763195
359	0.1565012657
360	0.156123913
361	0.1558716429
362	0.1555730829
363	0.1552343439
364	0.1548918294
365	0.1546211175
366	0.1542590441
367	0.153861675
368	0.1536194781
369	0.1534146222
370	0.1531892975
371	0.152996696
372	0.1528726465
373	0.1526360438
374	0.1522989857
375	0.1520282399
376	0.1517440538
377	0.1512063062
378	0.1510219662
379	0.1507502937
380	0.1504078277
381	0.1501166023
382	0.1497408289
383	0.1494869693
384	0.1492736748
385	0.148939212
386	0.1486202259
387	0.1484298273
388	0.1481471343
389	0.1479462807
390	0.1477259298
391	0.1474295098
392	0.1471475257
393	0.1468274953
394	0.1465902561
395	0.1463165149
396	0.146138849
397	0.1457115424
398	0.1455284867
399	0.1452138058
400	0.1449387122
401	0.1445834757
402	0.1443292137
403	0.1440562324
404	0.1437900373
405	0.1435165478
406	0.1432494784
407	0.1428904246
408	0.1427249988
409	0.142439521
410	0.1421661903
411	0.1419327511
412	0.1416786936
413	0.1414570325
414	0.1412169872
415	0.1409105776
416	0.1405455097
417	0.1402332688
418	0.1401059063
419	0.1400727032
420	0.1398478362
421	0.1395215587
422	0.1393469631
423	0.1390547052
424	0.1388007748
425	0.1385085292
426	0.1383069161
427	0.1381051911
428	0.1377224182
429	0.1375105567
430	0.1373477832
431	0.1370414133
432	0.136820853
433	0.1366053921
434	0.1363299831
435	0.1361080658
436	0.1358914554
437	0.1355995355
438	0.1353774856
439	0.1351396146
440	0.1347811523
441	0.134554688
442	0.1342805734
443	0.1341034706
444	0.1338861032
445	0.1335858299
446	0.1333520313
447	0.1331284465
448	0.1327533323
449	0.1324325615
450	0.1322090227
451	0.1319066942
452	0.1316980385
453	0.1314059865
454	0.1311626889
455	0.1309995111
456	0.1308274796
457	0.1306312138
458	0.1304334968
459	0.1302037799
460	0.1300053091
461	0.1297653837
462	0.1295096963
463	0.1292037968
464	0.1289596877
465	0.1286489626
466	0.1284518132
467	0.1282482518
468	0.1280162159
469	0.1278365782
470	0.1277296505
471	0.1274748774
472	0.1272947964
473	0.1271112284
474	0.1269063785
475	0.1267323802
476	0.1265951658
477	0.1263874535
478	0.1262252317
479	0.1259656727
480	0.1257795987
481	0.1254587491
482	0.1251961279
483	0.1249974132
484	0.1248815031
485	0.1246566803
486	0.1244747276
487	0.1243095363
488	0.1241134726
489	0.1238967124
490	0.1236973327
491	0.1235340866
492	0.1233503322
493	0.123227247
494	0.1230211261
495	0.1229262143
496	0.122814324
497	0.1226434485
498	0.1224647668
499	0.1222322208
500	0.1220071753
501	0.1217808915
502	0.121598377
503	0.1214154486
504	0.1211670532
505	0.1209894637
506	0.1208267316
507	0.1206707914
508	0.1204664384
509	0.1202486653
510	0.1200486637
511	0.1199092828
512	0.1197143875
513	0.1194560724
514	0.119318912
515	0.1191206869
516	0.1188900165
517	0.1186767423
518	0.1185286904
519	0.1183147405
520	0.1181708444
521	0.1179188783
522	0.1176697325
523	0.1175429019
524	0.1174317057
525	0.1171771284
526	0.1170118441
527	0.1168471402
528	0.1167047161
529	0.1165162432
530	0.1162502332
531	0.1160655784
532	0.1157722053
533	0.1155987276
534	0.1153964568
535	0.1151702056
536	0.1149124457
537	0.1146913042
538	0.114454989
539	0.1142471025
540	0.1140428919
541	0.1138833906
542	0.1136126915
543	0.1133462288
544	0.1131310847
545	0.1129440044
546	0.1127417006
547	0.1125119413
548	0.1123686707
549	0.1120657245
550	0.1119131509
551	0.1117455668
552	0.1115608204
553	0.1113855833
554	0.1111774185
555	0.1109457575
556	0.1107342834
557	0.1105179491
558	0.110332037
559	0.1101614316
560	0.1099407661
561	0.1097267916
562	0.1095654076
563	0.1094357348
564	0.1093238383
565	0.1091410667
566	0.108977078
567	0.1088081554
568	0.1086016397
569	0.1084174728
570	0.1082276349
571	0.1081017287
572	0.1079080034
573	0.1077081486
574	0.1075940409
575	0.1073755671
576	0.1071947661
577	0.1069380097
578	0.106781915
579	0.1065736628
580	0.1064563871
581	0.1062879943
582	0.106133485
583	0.1059467636
584	0.1057778796
585	0.1056085328
586	0.1054301826
587	0.1052680205
588	0.105095818
589	0.1049004201
590	0.1047216298
591	0.1044664427
592	0.1043279827
593	0.1041857131
594	0.1040592956
595	0.1038081629
596	0.1037340959
597	0.1036211708
598	0.1034482987
599	0.1033540946
600	0.1032052485
601	0.1030621234
602	0.102914954
603	0.102735614
604	0.1025752414
605	0.1024013109
606	0.1022270672
607	0.1020669313
608	0.1019457249
609	0.1017583726
610	0.1015852823
611	0.1014341682
612	0.1011951718
613	0.1009666331
614	0.1007380068
615	0.1006045993
616	0.1004462585
617	0.100334154
618	0.1000806433
619	0.09978779938
620	0.09958331131
621	0.09936819506
622	0.09920842631
623	0.09905740672
624	0.09890528095
625	0.09875409479
626	0.09853329803
627	0.09834822677
628	0.09815641836
629	0.09799278932
630	0.09782094495
631	0.09767884251
632	0.09754414762
633	0.09737520907
634	0.09721349164
635	0.09712456254
636	0.09697097207
637	0.09677372504
638	0.09653441678
639	0.09644366687
640	0.09630729712
641	0.09628313106
642	0.09603612425
643	0.09589421645
644	0.09579896566
645	0.09560475597
646	0.09550693162
647	0.0953409912
648	0.09511566928
649	0.09490684944
650	0.09476968472
651	0.09460045047
652	0.09439605717
653	0.09425910837
654	0.0941575038
655	0.09397819315
656	0.09379442544
657	0.09363541895
658	0.09356453258
659	0.09334500005
660	0.09317279321
661	0.09315240338
662	0.09304587239
663	0.09280724512
664	0.09267433442
665	0.09258022774
666	0.09247840049
667	0.092364703
668	0.09224628702
669	0.09207308479
670	0.09180277551
671	0.09169175534
672	0.09150380638
673	0.09134586232
674	0.09116011074
675	0.09096300166
676	0.09082723997
677	0.09065359154
678	0.09056972678
679	0.09041417802
680	0.09022250801
681	0.09010948744
682	0.08996933122
683	0.08981022995
684	0.08972856781
685	0.08956144619
686	0.08944602195
687	0.0893202978
688	0.08916537684
689	0.08909291679
690	0.08896928554
691	0.08881542392
692	0.08874160575
693	0.08855508671
694	0.08843229738
695	0.08819246631
696	0.0880744376
697	0.08789598273
698	0.08774063122
699	0.08758175648
700	0.08736462461
701	0.08724848228
702	0.08720991069
703	0.08710090392
704	0.08700211577
705	0.08691202773
706	0.08673556426
707	0.08658271216
708	0.08645562486
709	0.08629355967
710	0.08616698328
711	0.08606315946
712	0.08591152198
713	0.08578420419
714	0.08554118482
715	0.08543257173
716	0.08528943112
717	0.08517051596
718	0.08496545558
719	0.08481234521
720	0.08475164857
721	0.0846171467
722	0.08449072434
723	0.08436555541
724	0.08423037279
725	0.08409933603
726	0.08394044138
727	0.08379811964
728	0.08354862893
729	0.08332557267
730	0.08323553874
731	0.0831277022
732	0.08301286461
733	0.08282608078
734	0.08265287601
735	0.08253480849
736	0.08237494358
737	0.08220375781
738	0.08212532718
739	0.08196081552
740	0.08186148716
741	0.08163669476
742	0.08153074123
743	0.08151708872
744	0.08128977921
745	0.0811679063
746	0.08105876664
747	0.08093123505
748	0.08082661405
749	0.08063705122
750	0.08051693043
751	0.08044283535
752	0.08032314205
753	0.08016695536
754	0.07998118812
755	0.07985191129
756	0.0797477824
757	0.07958099648
758	0.07943052925
759	0.07932531634
760	0.07920023705
761	0.07907722571
762	0.07894498656
763	0.07876791529
764	0.07862121743
765	0.07852182531
766	0.07844630338
767	0.0783498061
768	0.0782735712
769	0.07809727257
770	0.07792999255
771	0.0777816753
772	0.07757269844
773	0.07741613743
774	0.07725936344
775	0.07713064226
776	0.07702288979
777	0.07683441687
778	0.07667702501
779	0.07657646918
780	0.07648748271
781	0.07640569016
782	0.07626174082
783	0.07615130796
784	0.07605433691
785	0.07594106818
786	0.07579029263
787	0.07566259174
788	0.07553742844
789	0.07538070929
790	0.07519812767
791	0.07508049911
792	0.074966324
793	0.07480328721
794	0.07467641047
795	0.07459823246
796	0.07448426007
797	0.07435197166
798	0.07421202425
799	0.07405559087
800	0.07398155166
801	0.07389219199
802	0.07375135834
803	0.07364158381
804	0.07350179031
805	0.07338897741
806	0.07328846664
807	0.07321178337
808	0.07310182584
809	0.07297937194
810	0.07288784844
811	0.07285066403
812	0.07276485856
813	0.07267382732
814	0.07256077243
815	0.07248111556
816	0.07243191122
817	0.0722570614
818	0.07212447756
819	0.0719518362
820	0.07175641359
821	0.07158051344
822	0.07146303514
823	0.07132111515
824	0.07122037319
825	0.07111823296
826	0.07097503661
827	0.07083503339
828	0.07071392272
829	0.07058685317
830	0.07047978674
831	0.07030759298
832	0.07016200449
833	0.07007880237
834	0.06998099036
835	0.06987900923
836	0.06975218387
837	0.06966166422
838	0.0695304305
839	0.06944383539
840	0.06936913965
841	0.0692197764
842	0.0690961272
843	0.06901389601
844	0.06885843638
845	0.06873649795
846	0.068687399
847	0.06852520814
848	0.06844636157
849	0.06834214737
850	0.06822009652
851	0.06812771987
852	0.06804839561
853	0.06792894054
854	0.0678109963
855	0.06769167992
856	0.06762571266
857	0.06755395801
858	0.06746551052
859	0.06735172646
860	0.06722969815
861	0.06713447395
862	0.06705429958
863	0.06697547473
864	0.06680573147
865	0.06668820104
866	0.06661547462
867	0.0665434348
868	0.06653108861
869	0.06642653866
870	0.06640468635
871	0.066293108
872	0.06624415049
873	0.06613250428
874	0.06611737172
875	0.06603231126
876	0.06595098333
877	0.06587517931
878	0.0657581012
879	0.06566649028
880	0.06559827715
881	0.06552911512
882	0.06546202888
883	0.06531278573
884	0.06523285542
885	0.06515271136
886	0.06508708105
887	0.06496696225
888	0.06481093879
889	0.06466476352
890	0.06464425407
891	0.06453037917
892	0.06441669591
893	0.06429236057
894	0.06417360145
895	0.06406466309
896	0.06399511669
897	0.06389881257
898	0.06382083656
899	0.06373477886
900	0.0636582151
901	0.06356724949
902	0.06348131929
903	0.06333693048
904	0.06322511055
905	0.06314806942
906	0.0630445634
907	0.06296070158
908	0.06287796767
909	0.06276320344
910	0.0626936655
911	0.06254049233
912	0.06241938489
913	0.06234816496
914	0.06221784934
915	0.06213471428
916	0.06201773939
917	0.06192479735
918	0.06184445793
919	0.06180124914
920	0.06170018847
921	0.06169473911
922	0.06154784455
923	0.06150581852
924	0.06145289753
925	0.06132162248
926	0.06123764944
927	0.06111797349
928	0.06102424115
929	0.06092713538
930	0.06083577182
931	0.06080370873
932	0.06072072584
933	0.06071041971
934	0.0606164578
935	0.06053614087
936	0.06043485107
937	0.06031613978
938	0.06023730442
939	0.06013805118
940	0.06007131187
941	0.06001015592
942	0.05990373205
943	0.05983005423
944	0.05973698796
945	0.05966661923
946	0.0595562172
947	0.05954934462
948	0.05944523879
949	0.05944113643
950	0.05935014869
951	0.05924824065
952	0.05917388471
953	0.05908932134
954	0.05900901222
955	0.05887302933
956	0.05875104813
957	0.0587444677
958	0.0586806849
959	0.05859463941
960	0.05853598261
961	0.05847347416
962	0.05836519973
963	0.0582427764
964	0.05814584133
965	0.05809021376
966	0.0579582093
967	0.05787862416
968	0.05774756211
969	0.0576552277
970	0.05759388226
971	0.05755977807
972	0.05749678413
973	0.0574270857
974	0.05735790484
975	0.05729034252
976	0.05728529226
977	0.05721709019
978	0.05709716511
979	0.05701310646
980	0.05692117653
981	0.05691497693
982	0.0568129669
983	0.05673035734
984	0.05663055011
985	0.05662481606
986	0.05651870515
987	0.0564532871
988	0.05634069773
989	0.05624365196
990	0.05613476649
991	0.05605141131
992	0.05594195742
993	0.05584797933
994	0.055784131
995	0.05568727959
996	0.05556674058
997	0.05544050016
998	0.05536669843
999	0.05528814723
